year,km_driven,fuel,seller_type,transmission,owner,seats,mileage,engine_size,brake_horsepower,SalePrice
2005,35000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,650
2016,60000,Diesel,Individual,Manual,Second Owner,5,26.59,1248,74,5500
2010,70000,Petrol,Individual,Manual,Fourth & Above Owner,5,20.36,1197,78.9,1400
2016,30000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,3000
2016,70000,Petrol,Individual,Automatic,First Owner,5,16.34,1798,189.3,8000
2017,9000,Diesel,Dealer,Automatic,First Owner,5,13.6,1999,177,26250
2019,20000,Petrol,Dealer,Automatic,First Owner,5,22.37,2487,214.56,51500
2017,45000,Diesel,Dealer,Automatic,First Owner,5,19.33,1999,177,32000
2015,110000,Diesel,Individual,Manual,First Owner,7,14.1,2179,147.94,5030
2019,20000,Diesel,Individual,Automatic,First Owner,5,18,1969,190,38000
2016,68089,Petrol,Dealer,Automatic,First Owner,5,19.16,2494,157.7,20000
2013,58343,Petrol,Dealer,Manual,First Owner,5,21.79,998,67.05,2250
2018,38817,Diesel,Dealer,Manual,First Owner,5,27.39,1248,74,7400
2016,56494,Petrol,Dealer,Manual,First Owner,5,18.2,1199,88.7,5500
2013,79328,Diesel,Dealer,Manual,Second Owner,7,12.99,2494,100.6,7500
2019,5621,Petrol,Dealer,Automatic,First Owner,5,22,1197,81.8,6500
2017,25538,Petrol,Dealer,Manual,First Owner,5,16.78,1496,88.73,6250
2018,69779,Petrol,Dealer,Automatic,First Owner,5,22,1197,81.8,6000
2017,56290,Diesel,Dealer,Manual,First Owner,5,24,1186,73.97,4500
2019,7500,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190,54000
2019,8500,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190,55000
2019,7032,Petrol,Dealer,Automatic,First Owner,5,19,1199,88.76,7790
2016,11000,Petrol,Dealer,Automatic,First Owner,5,14.3,1598,103.5,6450
2018,2000,Diesel,Dealer,Automatic,First Owner,5,16.8,1984,150,24750
2010,106000,Petrol,Individual,Manual,Third Owner,5,20.36,1197,78.9,1500
2009,120000,Petrol,Individual,Automatic,Second Owner,5,11.1,2354,158.8,5000
2015,90000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74,4800
2014,70000,Diesel,Individual,Manual,Third Owner,5,22.32,1582,126.32,5350
2005,240000,Diesel,Individual,Manual,Third Owner,8,12.8,2494,102,2500
2012,100000,Diesel,Individual,Manual,Second Owner,5,21.5,1248,88.8,3000
2009,214000,Petrol,Individual,Manual,Second Owner,5,13.9,1599,103.2,3400
2009,214000,Diesel,Individual,Manual,Second Owner,5,16.8,1493,110,3400
2016,50000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,2400
2018,1000,Petrol,Individual,Automatic,First Owner,5,18,1497,117.6,10850
2017,19000,Diesel,Individual,Automatic,First Owner,5,28.4,1248,74.02,7500
2012,265000,Diesel,Individual,Manual,Second Owner,5,17,1405,70,950
2014,80000,Petrol,Individual,Manual,Second Owner,5,23.95,998,67.05,2150
2016,50000,Diesel,Individual,Automatic,First Owner,7,16,2179,140,12900
2010,80000,Petrol,Individual,Manual,First Owner,5,20.92,998,67.1,1500
2013,50000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,2190
2018,100000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84,3250
2013,120000,Petrol,Individual,Manual,Second Owner,5,15.1,1196,73,2600
2017,9000,Diesel,Dealer,Automatic,First Owner,5,13.6,1999,177,26250
2019,20000,Petrol,Dealer,Automatic,First Owner,5,22.37,2487,214.56,51500
2017,45000,Diesel,Dealer,Automatic,First Owner,5,19.33,1999,177,32000
2015,110000,Diesel,Individual,Manual,First Owner,7,14.1,2179,147.94,5030
2019,20000,Diesel,Individual,Automatic,First Owner,5,18,1969,190,38000
2016,68089,Petrol,Dealer,Automatic,First Owner,5,19.16,2494,157.7,20000
2013,58343,Petrol,Dealer,Manual,First Owner,5,21.79,998,67.05,2250
2018,38817,Diesel,Dealer,Manual,First Owner,5,27.39,1248,74,7400
2016,56494,Petrol,Dealer,Manual,First Owner,5,18.2,1199,88.7,5500
2013,79328,Diesel,Dealer,Manual,Second Owner,7,12.99,2494,100.6,7500
2019,5621,Petrol,Dealer,Automatic,First Owner,5,22,1197,81.8,6500
2017,25538,Petrol,Dealer,Manual,First Owner,5,16.78,1496,88.73,6250
2018,69779,Petrol,Dealer,Automatic,First Owner,5,22,1197,81.8,6000
2017,56290,Diesel,Dealer,Manual,First Owner,5,24,1186,73.97,4500
2019,7500,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190,54000
2019,8500,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190,55000
2019,7032,Petrol,Dealer,Automatic,First Owner,5,19,1199,88.76,7790
2016,11000,Petrol,Dealer,Automatic,First Owner,5,14.3,1598,103.5,6450
2018,2000,Diesel,Dealer,Automatic,First Owner,5,16.8,1984,150,24750
2019,40000,Diesel,Individual,Automatic,First Owner,5,23.8,1498,78.9,7000
2017,45000,Diesel,Individual,Manual,First Owner,5,21.38,1396,88.7,9500
2010,80000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,1600
2015,135000,Diesel,Individual,Manual,Second Owner,5,24.4,1120,71.01,4099.99
2015,120000,Diesel,Individual,Manual,Second Owner,7,12.99,2494,100.6,8400
2013,67000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.1,4500
2017,50000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,9000
2008,134000,Diesel,Individual,Manual,Second Owner,7,12.8,2494,102,5700
2011,110000,Diesel,Individual,Manual,Second Owner,5,23.08,1461,63.1,2549.99
2009,40000,Petrol,Individual,Manual,First Owner,4,16.1,796,37,1300
2013,120000,Diesel,Individual,Manual,Second Owner,5,23.4,1248,74,5300
2015,110000,Diesel,Individual,Manual,Second Owner,5,20.14,1498,88.8,5200
2011,170000,Diesel,Individual,Manual,Second Owner,5,21,1461,64.1,2299.99
2004,80000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37,810
2016,47000,Diesel,Individual,Manual,First Owner,5,25.2,1248,74,6000
2015,93000,Petrol,Individual,Manual,First Owner,5,19.1,1197,81.86,4099.99
2010,70000,Petrol,Individual,Manual,Second Owner,4,16.1,796,37,1200
2014,50000,Petrol,Individual,Manual,First Owner,5,23.1,998,67.04,3200
2015,70000,Diesel,Individual,Manual,First Owner,5,20,1399,68.05,2920
2012,80000,Diesel,Individual,Manual,First Owner,7,13.93,2179,138.03,3900
2016,44000,Petrol,Individual,Manual,First Owner,5,18.16,1196,86.8,5500
2014,25000,Petrol,Individual,Manual,First Owner,5,23.1,998,67.04,3850
2016,25000,Petrol,Individual,Manual,First Owner,5,15.29,1591,121.3,8000
2019,10000,Petrol,Individual,Manual,First Owner,5,21.21,1197,81.8,6750
2018,50000,Diesel,Individual,Manual,First Owner,7,17.6,2179,153.86,15250
2018,30000,Diesel,Individual,Manual,First Owner,5,23,1498,98.96,9500
2015,50000,Diesel,Individual,Manual,Second Owner,5,21.19,1396,88.73,6100
2012,120000,Diesel,Individual,Manual,First Owner,5,22.54,1396,88.73,5250
2019,40000,Diesel,Individual,Automatic,First Owner,5,23.8,1498,78.9,7000
2015,80000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,3750
2015,90000,Diesel,Individual,Manual,First Owner,5,20.45,1461,83.8,5800
2015,50000,Petrol,Individual,Manual,Second Owner,5,20.4,1197,83.11,4349.99
2020,2136,Petrol,Individual,Manual,First Owner,5,22.5,999,67,3500
2012,250000,Diesel,Individual,Manual,First Owner,7,12.99,2494,100,7300
2015,35000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,6000
2015,120000,Diesel,Individual,Manual,First Owner,7,12.99,2494,100.6,10500
2017,70000,Diesel,Individual,Manual,First Owner,5,27.39,1248,74,7350
2018,18000,Diesel,Dealer,Manual,First Owner,5,19.6,1461,108.45,10500
2016,110000,Diesel,Individual,Manual,Second Owner,7,18.2,1248,73.74,4200
2017,60000,Diesel,Individual,Manual,First Owner,5,23.65,1248,88.5,8000
2015,60000,Diesel,Individual,Automatic,First Owner,7,12.55,2982,168.5,20000
2016,147000,Diesel,Individual,Manual,Second Owner,5,26.59,1248,74,6000
2015,130000,Diesel,Individual,Automatic,First Owner,7,12.55,2982,168.5,19000
2011,99500,Diesel,Individual,Manual,Third Owner,7,11.5,1991,147.9,5000
2011,110000,Diesel,Individual,Manual,Second Owner,5,17,1405,71,2000
2016,35000,Petrol,Individual,Manual,First Owner,5,19.49,1198,67.04,3700
2010,110000,Diesel,Individual,Manual,Second Owner,5,16.2,1493,110,2600
2016,100000,Diesel,Individual,Manual,First Owner,6,25.32,1198,77,2800
2014,21000,Petrol,Individual,Manual,First Owner,7,16.02,1373,93.7,6100
2013,60000,Diesel,Individual,Manual,Second Owner,5,23.5,1498,90,3000
2010,40000,Diesel,Individual,Manual,First Owner,5,16.6,1405,70,1400
2008,50000,Petrol,Individual,Manual,First Owner,5,19.81,1086,68.05,2299.99
2010,65000,Petrol,Individual,Manual,Second Owner,5,19,998,66.1,2000
2011,80000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,2000
2015,119000,Diesel,Individual,Manual,First Owner,5,23.9,1582,126.2,5600
2016,80000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,7500
2017,90000,Diesel,Individual,Manual,First Owner,5,25.2,1248,74,5850
2016,20000,Petrol,Individual,Manual,First Owner,5,17.01,1591,121.4,7600
2014,80000,Diesel,Individual,Manual,Second Owner,5,25.2,1248,74,4300
2020,44665,Diesel,Individual,Manual,First Owner,6,25.32,1198,77,4800
2019,10000,Diesel,Individual,Manual,First Owner,5,20.8,1493,113.4,6430
2018,60000,Petrol,Individual,Manual,First Owner,5,20.14,1197,81.86,5000
2016,22000,Petrol,Individual,Manual,First Owner,5,18.5,1198,86.8,4250
2014,25000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,2500
2016,70000,Diesel,Individual,Manual,First Owner,5,27.62,793,47,2850
2008,123000,Petrol,Individual,Manual,Third Owner,5,17.5,1298,85.8,1600
2011,70000,Diesel,Individual,Manual,Second Owner,5,20.54,1598,103.6,2500
2013,70000,Petrol,Individual,Manual,Second Owner,5,18.6,1199,79.4,1700
2013,45000,Diesel,Individual,Manual,First Owner,5,23.59,1364,67.06,4099.99
2015,40000,Petrol,Individual,Automatic,First Owner,5,18.9,1197,82,4000
2019,30000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,7000
2007,90000,Petrol,Individual,Automatic,First Owner,5,12.9,1799,130,3500
2016,34000,Petrol,Individual,Manual,Second Owner,7,17.5,1373,91.1,6600
2017,25000,Petrol,Individual,Manual,First Owner,5,24.7,796,47.3,2680
2016,50000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,2700
2013,50000,Diesel,Individual,Manual,First Owner,5,25.44,936,57.6,3000
2017,90000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84,4500
2012,70000,Diesel,Individual,Manual,Second Owner,5,25.44,936,57.6,2200
2009,146000,Diesel,Individual,Manual,Second Owner,7,13.93,2179,138,2500
2012,85000,Petrol,Individual,Manual,Second Owner,5,15.6,1196,70,3000
2009,201850,Diesel,Individual,Manual,Second Owner,5,17.88,1396,52.8,880
2016,30000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74,5610
2018,15000,Diesel,Individual,Manual,First Owner,5,28.4,1248,74.02,7550
2017,25000,Petrol,Individual,Manual,First Owner,5,22.7,799,53.64,2350
2011,90000,Petrol,Individual,Manual,First Owner,5,20.92,998,67.1,1650
2008,80000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,1900
2011,50000,Diesel,Individual,Manual,First Owner,5,17.2,1396,53.5,1100
2012,80000,Diesel,Individual,Manual,Second Owner,8,13.6,2523,63,3200
2016,38000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,5400
2013,60000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,1800
2016,100000,Petrol,Individual,Manual,Third Owner,7,15.37,1196,73,2700
2012,30000,Petrol,Individual,Manual,First Owner,5,17.5,1197,85.8,4500
2014,30000,Petrol,Individual,Manual,First Owner,5,19.1,1197,85.8,4500
2015,50000,Petrol,Individual,Manual,First Owner,5,18.6,1199,76.8,2000
2017,42000,Petrol,Individual,Manual,First Owner,5,23.84,1199,84,4250
2016,30000,Petrol,Individual,Manual,First Owner,5,18.2,1199,82.4,4000
2009,60000,Petrol,Individual,Manual,Third Owner,5,19.7,796,46.3,1250
2018,14000,Diesel,Individual,Manual,First Owner,5,17.1,1956,170,16000
2015,22000,Petrol,Individual,Manual,First Owner,5,17.4,1497,117.3,9000
2012,90000,Diesel,Individual,Manual,First Owner,5,20.54,1598,103.6,4500
2011,46000,Petrol,Individual,Manual,First Owner,5,20.92,998,67.1,2100
2018,20000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,8010
2014,15000,Diesel,Individual,Manual,First Owner,7,15.42,1405,70,3170
2015,40000,Petrol,Individual,Manual,Second Owner,7,16.02,1373,93.7,6000
2014,30000,Petrol,Individual,Manual,Second Owner,5,18.5,1197,82.85,3300
2017,15000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,3200
2007,110000,Petrol,Individual,Manual,Second Owner,5,15.3,1341,83,1200
2009,70000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,1300
2015,80000,Petrol,Individual,Manual,First Owner,5,18.2,1199,82.4,2200
2015,110000,Petrol,Individual,Manual,First Owner,5,17.57,1193,88.7,3400
2013,70000,Diesel,Individual,Manual,Second Owner,5,19.68,1399,67,2000
2002,50000,Petrol,Individual,Manual,Second Owner,5,19.7,796,46.3,1400
2013,190000,Diesel,Individual,Manual,First Owner,8,12.99,2494,100.6,10000
2010,100000,Diesel,Individual,Manual,Second Owner,7,13.6,2523,63,4950
2015,60000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,2360
2015,40000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,3900
2009,90000,Diesel,Individual,Manual,Second Owner,5,19.3,1248,73.9,2750
2015,110000,Diesel,Individual,Manual,First Owner,7,14.1,2179,147.94,5030
2017,32000,Diesel,Dealer,Manual,First Owner,5,24.3,1248,88.5,7750
2016,30000,Diesel,Individual,Automatic,First Owner,7,11.36,2755,171.5,18000
2016,58000,Diesel,Individual,Manual,First Owner,5,19.67,1582,126.2,8500
2018,5000,Diesel,Individual,Manual,First Owner,5,24.3,1248,88.5,7500
2018,25000,Petrol,Individual,Manual,First Owner,5,18.6,1197,81.83,5700
2018,32000,Petrol,Individual,Manual,First Owner,5,18.9,1197,81.86,5800
2016,30000,Petrol,Individual,Manual,First Owner,5,18.7,1199,88.7,4849.99
2017,43000,Petrol,Dealer,Manual,First Owner,7,15.4,1497,117.3,7000
2012,60000,Petrol,Dealer,Manual,First Owner,5,17.7,1497,113.42,4150
2015,50000,Petrol,Individual,Automatic,First Owner,5,19.34,1198,76,3250
2018,14200,Petrol,Individual,Manual,First Owner,5,18.16,1196,86.8,5500
2017,10000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,3000
2018,25000,Petrol,Individual,Manual,First Owner,5,22.7,799,53.64,2170
2018,19100,Petrol,Individual,Manual,First Owner,5,19,1194,94.68,7000
2019,25000,Petrol,Individual,Automatic,Fourth & Above Owner,5,20.3,1086,68,4660
2014,54000,Diesel,Dealer,Manual,First Owner,5,23,1498,98.96,4849.99
2018,35000,Diesel,Individual,Manual,First Owner,5,22.71,1461,84.8,6700
2018,20000,Petrol,Individual,Manual,Second Owner,5,18.9,1197,81.86,5000
2016,52000,Diesel,Individual,Manual,First Owner,5,23.65,1248,88.5,6750
2011,120000,Diesel,Individual,Manual,Second Owner,5,23,1396,90,2200
2017,50000,Diesel,Individual,Manual,First Owner,5,17.1,1956,170,16500
2013,120000,Diesel,Individual,Manual,Second Owner,7,20.77,1248,88.8,6300
2010,90000,Diesel,Individual,Manual,Second Owner,5,18.8,1248,90,2500
2004,120000,Petrol,Individual,Manual,Third Owner,5,18.9,998,67.1,1200
2015,101500,Diesel,Individual,Manual,Second Owner,5,21.14,1498,103.52,3000
2013,75000,Diesel,Individual,Automatic,First Owner,5,22.32,1582,126.3,5250
2016,100000,Diesel,Individual,Manual,First Owner,7,15.4,1997,120,11000
2012,55735,Diesel,Individual,Manual,Second Owner,5,19.01,1461,108.45,4800
2014,80000,Diesel,Individual,Manual,Second Owner,7,15.1,2179,140,6050
2016,50000,Petrol,Individual,Manual,Second Owner,5,24.7,796,47.3,2500
2013,70000,Diesel,Individual,Manual,Second Owner,5,20,1399,68.1,2450
2012,76000,Petrol,Individual,Manual,Fourth & Above Owner,5,20.36,1197,78.9,2100
2020,1500,Petrol,Individual,Manual,First Owner,5,21.21,1197,81.8,7300
2012,76000,Diesel,Individual,Manual,First Owner,7,15.96,2523,62.1,5000
2015,40000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,4000
2015,60000,Petrol,Individual,Manual,Second Owner,5,21.1,814,55.2,2800
2009,170000,Diesel,Individual,Manual,Third Owner,8,12.8,2494,102,5610
2013,181491,Diesel,Dealer,Manual,First Owner,7,13.5,2477,175.56,9500
2016,53319,Diesel,Dealer,Manual,First Owner,5,25.44,936,56.3,3750
2017,40906,Diesel,Dealer,Manual,First Owner,5,21.66,1498,108.62,7000
2012,31711,Petrol,Dealer,Manual,Second Owner,5,17.6,1496,88.7,3750
2012,43755,Petrol,Dealer,Manual,Second Owner,5,21.1,814,55.2,2700
2016,66693,Petrol,Dealer,Manual,First Owner,5,25.17,799,53.3,3000
2010,59549,Petrol,Dealer,Manual,First Owner,5,19,998,67.1,2250
2015,94385,Diesel,Dealer,Manual,First Owner,8,12.99,2494,100.6,13500
2010,73730,Petrol,Dealer,Manual,First Owner,5,18.2,998,67.1,2000
2011,221889,Diesel,Dealer,Manual,First Owner,5,22.32,1582,126.32,4000
2013,116104,Diesel,Dealer,Manual,First Owner,5,25.8,1498,98.6,5000
2015,150546,Petrol,Dealer,Manual,First Owner,5,22,1197,81.8,5000
2013,148120,Diesel,Dealer,Manual,First Owner,7,14.24,2755,174.5,15000
2015,20000,Petrol,Individual,Manual,Second Owner,5,15.8,1499,110,5550
2018,30000,Petrol,Individual,Automatic,First Owner,5,18.9,1197,81.86,5800
2011,142000,Diesel,Individual,Manual,Third Owner,7,13.7,2179,138.1,3370
2011,20000,Diesel,Individual,Manual,First Owner,10,12.2,1948,68,1750
2009,120000,Diesel,Individual,Manual,Second Owner,5,18.8,1248,90,1800
2011,80000,Petrol,Individual,Manual,First Owner,5,19.81,1086,68.05,2000
2016,60000,Diesel,Individual,Manual,First Owner,5,19.09,1405,69.01,2600
2016,25000,Petrol,Individual,Manual,First Owner,5,23.01,999,67,3500
2011,50000,Diesel,Individual,Manual,Second Owner,7,13.6,2523,63,4099.99
2017,126000,Diesel,Individual,Manual,First Owner,7,18.49,1493,100,6550
2015,170000,Diesel,Individual,Manual,First Owner,5,26.59,1248,74,3700
2013,24000,Petrol,Individual,Manual,First Owner,5,22.74,796,47.3,2000
2017,100000,Diesel,Individual,Manual,Second Owner,7,24.52,1248,88.5,8000
2019,10000,Petrol,Individual,Manual,First Owner,5,24,1199,83.81,5500
2012,70000,Diesel,Individual,Manual,Second Owner,5,20,1399,68,3000
2017,40000,Petrol,Individual,Manual,First Owner,8,16.8,796,34.2,2200
2011,110000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,1960
2008,80000,Petrol,Individual,Manual,Second Owner,5,19.81,1086,68.05,1350
2015,16500,Petrol,Individual,Manual,First Owner,5,17.57,1193,88.7,2990
2017,30000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3000
2017,80000,Diesel,Individual,Manual,First Owner,7,24.52,1248,88.5,7200
2016,50000,Diesel,Individual,Manual,Third Owner,7,14.1,2179,147.94,6500
2016,25000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3000
2019,20000,Diesel,Individual,Manual,First Owner,5,24,1186,73.97,7500
2016,60000,Petrol,Individual,Manual,First Owner,5,25.17,799,53.3,2600
2011,70000,Diesel,Individual,Manual,Second Owner,5,22.9,1248,74,3000
2014,50000,Diesel,Individual,Manual,Second Owner,7,15.96,2523,62.1,6000
2004,100000,Petrol,Individual,Automatic,Second Owner,5,9,2997,218,2750
2015,52000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,2500
2014,80000,Diesel,Individual,Manual,First Owner,5,23.4,1248,74,4200
2015,50000,Petrol,Individual,Manual,First Owner,5,21.1,814,55.2,2350
2016,60000,Diesel,Individual,Manual,First Owner,7,15.4,2179,120,11000
2019,25000,Petrol,Individual,Manual,First Owner,5,23.95,998,67.05,3600
2014,50000,Diesel,Individual,Manual,Second Owner,5,24,1120,70,3800
2016,125000,Diesel,Individual,Manual,First Owner,5,22.77,1498,98.59,6500
2016,80000,Petrol,Individual,Manual,First Owner,5,20.51,998,67.04,3500
2017,70000,Diesel,Individual,Manual,First Owner,9,15.96,2523,63,7000
2010,90000,Diesel,Individual,Manual,Third Owner,5,23,1396,90,2700
2017,50000,Diesel,Individual,Manual,First Owner,5,22.95,1248,74,4500
2016,101000,Diesel,Individual,Manual,First Owner,6,16.55,2498,105,6300
2010,168000,Diesel,Individual,Manual,First Owner,7,14,2498,112,2299.99
2010,168000,Diesel,Individual,Manual,First Owner,7,14,2498,112,2299.99
2011,40000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,2700
2012,20000,Petrol,Individual,Manual,First Owner,5,18.9,998,67.1,2750
2017,9000,Diesel,Dealer,Automatic,First Owner,5,13.6,1999,177,26250
2019,20000,Petrol,Dealer,Automatic,First Owner,5,22.37,2487,214.56,51500
2017,45000,Diesel,Dealer,Automatic,First Owner,5,19.33,1999,177,32000
2015,110000,Diesel,Individual,Manual,First Owner,7,14.1,2179,147.94,5030
2019,20000,Diesel,Individual,Automatic,First Owner,5,18,1969,190,38000
2016,68089,Petrol,Dealer,Automatic,First Owner,5,19.16,2494,157.7,20000
2013,58343,Petrol,Dealer,Manual,First Owner,5,21.79,998,67.05,2250
2018,38817,Diesel,Dealer,Manual,First Owner,5,27.39,1248,74,7400
2016,56494,Petrol,Dealer,Manual,First Owner,5,18.2,1199,88.7,5500
2013,79328,Diesel,Dealer,Manual,Second Owner,7,12.99,2494,100.6,7500
2019,5621,Petrol,Dealer,Automatic,First Owner,5,22,1197,81.8,6500
2017,25538,Petrol,Dealer,Manual,First Owner,5,16.78,1496,88.73,6250
2018,69779,Petrol,Dealer,Automatic,First Owner,5,22,1197,81.8,6000
2017,56290,Diesel,Dealer,Manual,First Owner,5,24,1186,73.97,4500
2019,7500,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190,54000
2019,8500,Diesel,Dealer,Automatic,First Owner,5,16.78,1995,190,55000
2019,7032,Petrol,Dealer,Automatic,First Owner,5,19,1199,88.76,7790
2016,11000,Petrol,Dealer,Automatic,First Owner,5,14.3,1598,103.5,6450
